makespan,1984.0
optimal,unknown

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,27.0,77.0,108.0,275.0,396.0,586.0,642.0,705.0,726.0,917.0,1077.0,1174.0,1188.0,1217.0,1445.0,1482.0,1496.0,1572.0,1624.0,1773.0
job 1,67.0,125.0,211.0,274.0,301.0,433.0,527.0,610.0,652.0,744.0,770.0,1032.0,1131.0,1199.0,1292.0,1489.0,1625.0,1657.0,1702.0,1827.0
job 2,0.0,3.0,55.0,82.0,83.0,208.0,323.0,500.0,509.0,600.0,616.0,659.0,778.0,856.0,872.0,981.0,1027.0,1049.0,1053.0,1282.0
job 3,0.0,78.0,114.0,197.0,211.0,296.0,457.0,556.0,715.0,736.0,827.0,888.0,972.0,981.0,1055.0,1113.0,1429.0,1507.0,1726.0,1805.0
job 4,0.0,53.0,125.0,208.0,302.0,385.0,432.0,462.0,548.0,652.0,856.0,1027.0,1108.0,1170.0,1244.0,1336.0,1421.0,1556.0,1788.0,1867.0
job 5,0.0,91.0,229.0,317.0,408.0,430.0,513.0,707.0,715.0,767.0,1000.0,1119.0,1244.0,1336.0,1407.0,1578.0,1585.0,1731.0,1811.0,1857.0
job 6,0.0,100.0,113.0,362.0,483.0,517.0,617.0,736.0,852.0,923.0,946.0,1054.0,1199.0,1289.0,1365.0,1373.0,1496.0,1578.0,1754.0,1848.0
job 7,0.0,61.0,186.0,237.0,266.0,373.0,407.0,441.0,656.0,713.0,745.0,818.0,883.0,943.0,1222.0,1320.0,1329.0,1407.0,1440.0,1635.0
job 8,0.0,83.0,167.0,301.0,418.0,462.0,572.0,699.0,770.0,886.0,995.0,1088.0,1119.0,1217.0,1307.0,1496.0,1659.0,1805.0,1842.0,1909.0
job 9,0.0,40.0,148.0,240.0,312.0,396.0,428.0,494.0,703.0,757.0,954.0,1001.0,1055.0,1193.0,1336.0,1371.0,1400.0,1468.0,1681.0,1726.0
job 10,0.0,153.0,194.0,271.0,429.0,509.0,556.0,734.0,873.0,958.0,1004.0,1088.0,1289.0,1395.0,1517.0,1623.0,1653.0,1731.0,1755.0,1859.0
job 11,3.0,96.0,197.0,385.0,428.0,517.0,554.0,559.0,657.0,722.0,952.0,1174.0,1258.0,1281.0,1482.0,1519.0,1530.0,1612.0,1650.0,1678.0
job 12,96.0,186.0,242.0,294.0,430.0,517.0,635.0,703.0,721.0,828.0,864.0,1049.0,1131.0,1170.0,1222.0,1256.0,1612.0,1665.0,1732.0,1811.0
job 13,0.0,40.0,167.0,177.0,266.0,384.0,530.0,552.0,586.0,718.0,788.0,873.0,938.0,1034.0,1216.0,1344.0,1429.0,1445.0,1593.0,1609.0
job 14,0.0,44.0,108.0,229.0,382.0,527.0,548.0,570.0,779.0,883.0,962.0,1000.0,1152.0,1248.0,1407.0,1496.0,1507.0,1710.0,1765.0,1792.0
job 15,87.0,128.0,240.0,304.0,312.0,467.0,512.0,556.0,635.0,642.0,763.0,831.0,938.0,1145.0,1193.0,1483.0,1571.0,1665.0,1750.0,1844.0
job 16,78.0,174.0,215.0,313.0,450.0,471.0,570.0,656.0,657.0,721.0,744.0,827.0,850.0,946.0,1037.0,1108.0,1248.0,1336.0,1402.0,1572.0
job 17,114.0,174.0,317.0,385.0,471.0,600.0,657.0,757.0,787.0,872.0,880.0,1087.0,1149.0,1292.0,1438.0,1585.0,1681.0,1744.0,1834.0,1859.0
job 18,0.0,178.0,398.0,520.0,586.0,700.0,834.0,897.0,951.0,1048.0,1076.0,1093.0,1329.0,1338.0,1387.0,1480.0,1537.0,1593.0,1750.0,1891.0
job 19,0.0,75.0,164.0,295.0,407.0,425.0,457.0,467.0,494.0,519.0,588.0,682.0,785.0,800.0,897.0,954.0,975.0,1020.0,1076.0,1119.0
