seed,model,instance,load_factor,makespan,runtime
2,DQN_ep1670,abz5.txt,1,1457,0.6546828746795654
3,DQN_ep1670,abz5.txt,1,1433,0.5772342681884766
2,DQN_ep1670,abz6.txt,1,1109,0.5643949508666992
3,DQN_ep1670,abz6.txt,1,1142,0.5828351974487305
2,DQN_ep1670,abz7.txt,1,909,2.582962989807129
3,DQN_ep1670,abz7.txt,1,955,2.8206441402435303
2,DQN_ep1670,abz8.txt,1,967,2.858696222305298
3,DQN_ep1670,abz8.txt,1,1028,3.039558172225952
2,DQN_ep1670,abz9.txt,1,1045,2.9636926651000977
3,DQN_ep1670,abz9.txt,1,979,3.070647954940796
2,DQN_ep1670,dmu01.txt,1,3871,2.5545780658721924
3,DQN_ep1670,dmu01.txt,1,4008,2.821197748184204
2,DQN_ep1670,dmu02.txt,1,3809,2.57896089553833
3,DQN_ep1670,dmu02.txt,1,4236,2.682159900665283
2,DQN_ep1670,dmu03.txt,1,4032,2.799778938293457
3,DQN_ep1670,dmu03.txt,1,4056,2.8858580589294434
2,DQN_ep1670,dmu04.txt,1,3946,2.7393300533294678
3,DQN_ep1670,dmu04.txt,1,4091,2.8609189987182617
2,DQN_ep1670,dmu05.txt,1,3914,2.4225499629974365
3,DQN_ep1670,dmu05.txt,1,4310,2.9518630504608154
2,DQN_ep1670,dmu06.txt,1,4734,3.9835691452026367
3,DQN_ep1670,dmu06.txt,1,4655,4.837735891342163
2,DQN_ep1670,dmu07.txt,1,4310,4.405086278915405
3,DQN_ep1670,dmu07.txt,1,4343,4.0780720710754395
2,DQN_ep1670,dmu08.txt,1,4614,4.161334037780762
3,DQN_ep1670,dmu08.txt,1,4851,4.600891828536987
2,DQN_ep1670,dmu09.txt,1,4294,4.353791952133179
3,DQN_ep1670,dmu09.txt,1,4591,4.150811195373535
2,DQN_ep1670,dmu10.txt,1,4086,4.282452344894409
3,DQN_ep1670,dmu10.txt,1,4705,4.411090850830078
2,DQN_ep1670,dmu11.txt,1,5126,6.512557029724121
3,DQN_ep1670,dmu11.txt,1,5556,6.137738943099976
2,DQN_ep1670,dmu12.txt,1,5073,5.677015781402588
3,DQN_ep1670,dmu12.txt,1,5352,6.087109088897705
2,DQN_ep1670,dmu13.txt,1,5171,5.675868988037109
3,DQN_ep1670,dmu13.txt,1,5517,5.461406946182251
2,DQN_ep1670,dmu14.txt,1,4647,6.189568758010864
3,DQN_ep1670,dmu14.txt,1,4959,5.8933069705963135
2,DQN_ep1670,dmu15.txt,1,4955,6.315895080566406
3,DQN_ep1670,dmu15.txt,1,5245,6.241395950317383
2,DQN_ep1670,dmu16.txt,1,5301,8.637614965438843
3,DQN_ep1670,dmu16.txt,1,5612,7.488263368606567
2,DQN_ep1670,dmu17.txt,1,5628,8.002810955047607
3,DQN_ep1670,dmu17.txt,1,6072,7.201329946517944
2,DQN_ep1670,dmu18.txt,1,5465,8.091758728027344
3,DQN_ep1670,dmu18.txt,1,5954,7.824282884597778
2,DQN_ep1670,dmu19.txt,1,5428,8.159986019134521
3,DQN_ep1670,dmu19.txt,1,5715,7.731518983840942
2,DQN_ep1670,dmu20.txt,1,5330,8.325777769088745
3,DQN_ep1670,dmu20.txt,1,5573,8.292346715927124
2,DQN_ep1670,dmu21.txt,1,7402,9.748067855834961
3,DQN_ep1670,dmu21.txt,1,6964,9.61544394493103
2,DQN_ep1670,dmu22.txt,1,7398,9.64766001701355
3,DQN_ep1670,dmu22.txt,1,6851,8.999234914779663
2,DQN_ep1670,dmu23.txt,1,7213,9.963958740234375
3,DQN_ep1670,dmu23.txt,1,6931,9.149265766143799
2,DQN_ep1670,dmu24.txt,1,7298,10.244050741195679
3,DQN_ep1670,dmu24.txt,1,6844,9.68196702003479
2,DQN_ep1670,dmu25.txt,1,6586,9.835410833358765
3,DQN_ep1670,dmu25.txt,1,6161,10.050196170806885
2,DQN_ep1670,dmu26.txt,1,7763,13.591668128967285
3,DQN_ep1670,dmu26.txt,1,7229,14.469062089920044
2,DQN_ep1670,dmu27.txt,1,7775,14.435434818267822
3,DQN_ep1670,dmu27.txt,1,7577,14.203092813491821
2,DQN_ep1670,dmu28.txt,1,7729,14.19827127456665
3,DQN_ep1670,dmu28.txt,1,7073,14.024220943450928
2,DQN_ep1670,dmu29.txt,1,7595,14.636977195739746
3,DQN_ep1670,dmu29.txt,1,7161,14.332326173782349
2,DQN_ep1670,dmu30.txt,1,7650,14.158571004867554
3,DQN_ep1670,dmu30.txt,1,7506,13.630427122116089
2,DQN_ep1670,dmu31.txt,1,8480,14.533740043640137
3,DQN_ep1670,dmu31.txt,1,8147,15.006141901016235
2,DQN_ep1670,dmu32.txt,1,8199,14.399445056915283
3,DQN_ep1670,dmu32.txt,1,8028,14.93134617805481
2,DQN_ep1670,dmu33.txt,1,8355,14.105865955352783
3,DQN_ep1670,dmu33.txt,1,7753,14.691151857376099
2,DQN_ep1670,dmu34.txt,1,7912,14.328789949417114
3,DQN_ep1670,dmu34.txt,1,7604,14.372107744216919
2,DQN_ep1670,dmu35.txt,1,8508,15.02489709854126
3,DQN_ep1670,dmu35.txt,1,8020,14.66643214225769
2,DQN_ep1670,dmu36.txt,1,9165,19.939743041992188
3,DQN_ep1670,dmu36.txt,1,8293,20.31910514831543
2,DQN_ep1670,dmu37.txt,1,9234,19.247689962387085
3,DQN_ep1670,dmu37.txt,1,8761,19.11188507080078
2,DQN_ep1670,dmu38.txt,1,9200,20.72700595855713
3,DQN_ep1670,dmu38.txt,1,8742,21.1889328956604
2,DQN_ep1670,dmu39.txt,1,8790,20.270862102508545
3,DQN_ep1670,dmu39.txt,1,8265,20.005223035812378
2,DQN_ep1670,dmu40.txt,1,8470,19.641955137252808
3,DQN_ep1670,dmu40.txt,1,8380,19.932873010635376
2,DQN_ep1670,dmu41.txt,1,4527,3.2147409915924072
3,DQN_ep1670,dmu41.txt,1,4921,3.6117420196533203
2,DQN_ep1670,dmu42.txt,1,4854,3.5057101249694824
3,DQN_ep1670,dmu42.txt,1,5204,3.627941131591797
2,DQN_ep1670,dmu43.txt,1,4955,3.62391996383667
3,DQN_ep1670,dmu43.txt,1,5158,3.2437987327575684
2,DQN_ep1670,dmu44.txt,1,5502,3.5902509689331055
3,DQN_ep1670,dmu44.txt,1,5298,3.4011929035186768
2,DQN_ep1670,dmu45.txt,1,4838,3.2917487621307373
3,DQN_ep1670,dmu45.txt,1,5477,3.8616998195648193
2,DQN_ep1670,dmu46.txt,1,5907,4.8853771686553955
3,DQN_ep1670,dmu46.txt,1,5811,4.721987009048462
2,DQN_ep1670,dmu47.txt,1,5420,4.984737157821655
3,DQN_ep1670,dmu47.txt,1,5969,5.278463125228882
2,DQN_ep1670,dmu48.txt,1,5470,4.702849864959717
3,DQN_ep1670,dmu48.txt,1,5402,5.31154990196228
2,DQN_ep1670,dmu49.txt,1,5312,5.165808200836182
3,DQN_ep1670,dmu49.txt,1,5422,4.4469029903411865
2,DQN_ep1670,dmu50.txt,1,5654,5.2296061515808105
3,DQN_ep1670,dmu50.txt,1,5491,5.272173881530762
2,DQN_ep1670,dmu51.txt,1,6375,7.224185943603516
3,DQN_ep1670,dmu51.txt,1,6493,6.9166579246521
2,DQN_ep1670,dmu52.txt,1,6522,7.056960105895996
3,DQN_ep1670,dmu52.txt,1,7240,7.23994517326355
2,DQN_ep1670,dmu53.txt,1,6479,6.824440956115723
3,DQN_ep1670,dmu53.txt,1,7014,7.583811283111572
2,DQN_ep1670,dmu54.txt,1,6338,7.100522994995117
3,DQN_ep1670,dmu54.txt,1,6848,7.088719844818115
2,DQN_ep1670,dmu55.txt,1,6570,6.790474891662598
3,DQN_ep1670,dmu55.txt,1,6379,6.773629903793335
2,DQN_ep1670,dmu56.txt,1,7445,9.792758226394653
3,DQN_ep1670,dmu56.txt,1,7812,10.293880939483643
2,DQN_ep1670,dmu57.txt,1,6851,9.81720519065857
3,DQN_ep1670,dmu57.txt,1,7415,9.482259035110474
2,DQN_ep1670,dmu58.txt,1,7284,10.394461154937744
3,DQN_ep1670,dmu58.txt,1,7280,10.086709976196289
2,DQN_ep1670,dmu59.txt,1,7231,10.93336009979248
3,DQN_ep1670,dmu59.txt,1,7303,9.9026780128479
2,DQN_ep1670,dmu60.txt,1,6840,9.345947980880737
3,DQN_ep1670,dmu60.txt,1,7389,10.32929015159607
2,DQN_ep1670,dmu61.txt,1,9312,11.40631103515625
3,DQN_ep1670,dmu61.txt,1,9024,11.288153171539307
2,DQN_ep1670,dmu62.txt,1,9212,10.370615005493164
3,DQN_ep1670,dmu62.txt,1,8474,11.026180982589722
2,DQN_ep1670,dmu63.txt,1,9371,11.155271053314209
3,DQN_ep1670,dmu63.txt,1,8858,11.157143115997314
2,DQN_ep1670,dmu64.txt,1,8932,9.991111040115356
3,DQN_ep1670,dmu64.txt,1,8718,11.037255764007568
2,DQN_ep1670,dmu65.txt,1,9374,10.743417739868164
3,DQN_ep1670,dmu65.txt,1,8409,10.606815099716187
2,DQN_ep1670,dmu66.txt,1,10265,15.97668981552124
3,DQN_ep1670,dmu66.txt,1,9685,16.432228088378906
2,DQN_ep1670,dmu67.txt,1,9624,17.535545110702515
3,DQN_ep1670,dmu67.txt,1,9146,16.572733879089355
2,DQN_ep1670,dmu68.txt,1,9932,16.778757333755493
3,DQN_ep1670,dmu68.txt,1,9104,17.432841062545776
2,DQN_ep1670,dmu69.txt,1,9797,16.86409330368042
3,DQN_ep1670,dmu69.txt,1,9319,16.86565589904785
2,DQN_ep1670,dmu70.txt,1,9881,17.225712776184082
3,DQN_ep1670,dmu70.txt,1,9530,16.621143102645874
2,DQN_ep1670,dmu71.txt,1,11038,15.571527004241943
3,DQN_ep1670,dmu71.txt,1,10645,15.958146095275879
2,DQN_ep1670,dmu72.txt,1,11231,15.598758935928345
3,DQN_ep1670,dmu72.txt,1,10699,15.256014108657837
2,DQN_ep1670,dmu73.txt,1,10800,14.818167209625244
3,DQN_ep1670,dmu73.txt,1,10305,15.267327070236206
2,DQN_ep1670,dmu74.txt,1,10530,14.646404027938843
3,DQN_ep1670,dmu74.txt,1,10250,14.634706020355225
2,DQN_ep1670,dmu75.txt,1,10074,14.386016845703125
3,DQN_ep1670,dmu75.txt,1,10251,14.839919805526733
2,DQN_ep1670,dmu76.txt,1,11333,23.840996265411377
3,DQN_ep1670,dmu76.txt,1,10743,22.78191590309143
2,DQN_ep1670,dmu77.txt,1,11559,22.81509804725647
3,DQN_ep1670,dmu77.txt,1,11290,23.14207887649536
2,DQN_ep1670,dmu78.txt,1,11557,22.343432903289795
3,DQN_ep1670,dmu78.txt,1,11451,22.021151065826416
2,DQN_ep1670,dmu79.txt,1,12167,23.43597388267517
3,DQN_ep1670,dmu79.txt,1,11600,23.553544998168945
2,DQN_ep1670,dmu80.txt,1,11005,22.69913411140442
3,DQN_ep1670,dmu80.txt,1,10757,23.22029709815979
2,DQN_ep1670,ft06.txt,1,64,0.25174570083618164
3,DQN_ep1670,ft06.txt,1,68,0.19337081909179688
2,DQN_ep1670,ft10.txt,1,1151,0.666064977645874
3,DQN_ep1670,ft10.txt,1,1127,0.7916312217712402
2,DQN_ep1670,ft20.txt,1,1788,1.0219590663909912
3,DQN_ep1670,ft20.txt,1,1787,1.0945179462432861
2,DQN_ep1670,la01.txt,1,771,0.42269206047058105
3,DQN_ep1670,la01.txt,1,789,0.41468286514282227
2,DQN_ep1670,la02.txt,1,873,0.42399096488952637
3,DQN_ep1670,la02.txt,1,810,0.4794728755950928
2,DQN_ep1670,la03.txt,1,699,0.4193100929260254
3,DQN_ep1670,la03.txt,1,720,0.34267377853393555
2,DQN_ep1670,la04.txt,1,731,0.3389749526977539
3,DQN_ep1670,la04.txt,1,740,0.40214014053344727
2,DQN_ep1670,la05.txt,1,678,0.45377683639526367
3,DQN_ep1670,la05.txt,1,593,0.3316960334777832
2,DQN_ep1670,la06.txt,1,1095,0.739448070526123
3,DQN_ep1670,la06.txt,1,1001,0.760202169418335
2,DQN_ep1670,la07.txt,1,1209,0.784822940826416
3,DQN_ep1670,la07.txt,1,979,0.5950400829315186
2,DQN_ep1670,la08.txt,1,1099,0.7654750347137451
3,DQN_ep1670,la08.txt,1,977,0.946418285369873
2,DQN_ep1670,la09.txt,1,1197,0.7304849624633789
3,DQN_ep1670,la09.txt,1,986,0.7300059795379639
2,DQN_ep1670,la10.txt,1,1133,0.7421071529388428
3,DQN_ep1670,la10.txt,1,984,0.7272441387176514
2,DQN_ep1670,la11.txt,1,1546,0.9695508480072021
3,DQN_ep1670,la11.txt,1,1642,1.121603012084961
2,DQN_ep1670,la12.txt,1,1366,1.1529500484466553
3,DQN_ep1670,la12.txt,1,1400,1.1579370498657227
2,DQN_ep1670,la13.txt,1,1524,1.153433084487915
3,DQN_ep1670,la13.txt,1,1590,1.214076042175293
2,DQN_ep1670,la14.txt,1,1606,1.250601053237915
3,DQN_ep1670,la14.txt,1,1631,1.1741468906402588
2,DQN_ep1670,la15.txt,1,1749,1.186892032623291
3,DQN_ep1670,la15.txt,1,1803,1.12900710105896
2,DQN_ep1670,la16.txt,1,1236,0.7671840190887451
3,DQN_ep1670,la16.txt,1,1116,0.6870572566986084
2,DQN_ep1670,la17.txt,1,843,0.7963078022003174
3,DQN_ep1670,la17.txt,1,889,0.6949748992919922
2,DQN_ep1670,la18.txt,1,1091,0.7768909931182861
3,DQN_ep1670,la18.txt,1,1060,0.7916660308837891
2,DQN_ep1670,la19.txt,1,1086,0.9532051086425781
3,DQN_ep1670,la19.txt,1,966,0.6649739742279053
2,DQN_ep1670,la20.txt,1,1106,0.7219810485839844
3,DQN_ep1670,la20.txt,1,1083,0.6839799880981445
2,DQN_ep1670,la21.txt,1,1500,1.465282678604126
3,DQN_ep1670,la21.txt,1,1274,1.5941178798675537
2,DQN_ep1670,la22.txt,1,1249,1.4270169734954834
3,DQN_ep1670,la22.txt,1,1265,1.4893219470977783
2,DQN_ep1670,la23.txt,1,1421,1.4460790157318115
3,DQN_ep1670,la23.txt,1,1217,1.3934199810028076
2,DQN_ep1670,la24.txt,1,1284,1.4243221282958984
3,DQN_ep1670,la24.txt,1,1119,1.3590819835662842
2,DQN_ep1670,la25.txt,1,1335,1.2435579299926758
3,DQN_ep1670,la25.txt,1,1199,1.5232090950012207
2,DQN_ep1670,la26.txt,1,1673,2.269357204437256
3,DQN_ep1670,la26.txt,1,1787,2.1871368885040283
2,DQN_ep1670,la27.txt,1,1775,2.234321117401123
3,DQN_ep1670,la27.txt,1,1834,2.0803918838500977
2,DQN_ep1670,la28.txt,1,1811,2.1390860080718994
3,DQN_ep1670,la28.txt,1,1880,2.2377262115478516
2,DQN_ep1670,la29.txt,1,1647,2.336029052734375
3,DQN_ep1670,la29.txt,1,1747,2.327939748764038
2,DQN_ep1670,la30.txt,1,1756,2.2577390670776367
3,DQN_ep1670,la30.txt,1,1824,2.3623621463775635
2,DQN_ep1670,la31.txt,1,2293,4.562626838684082
3,DQN_ep1670,la31.txt,1,2388,5.15176796913147
2,DQN_ep1670,la32.txt,1,2386,4.900670766830444
3,DQN_ep1670,la32.txt,1,2485,5.086366415023804
2,DQN_ep1670,la33.txt,1,2316,4.411206007003784
3,DQN_ep1670,la33.txt,1,2388,4.683719873428345
2,DQN_ep1670,la34.txt,1,2325,4.748024940490723
3,DQN_ep1670,la34.txt,1,2372,4.392290115356445
2,DQN_ep1670,la35.txt,1,2378,4.636431932449341
3,DQN_ep1670,la35.txt,1,2544,4.349717140197754
2,DQN_ep1670,la36.txt,1,1594,1.9004709720611572
3,DQN_ep1670,la36.txt,1,1498,1.8010330200195312
2,DQN_ep1670,la37.txt,1,1826,2.0042927265167236
3,DQN_ep1670,la37.txt,1,1668,1.6548049449920654
2,DQN_ep1670,la38.txt,1,1674,1.7828197479248047
3,DQN_ep1670,la38.txt,1,1499,1.9163599014282227
2,DQN_ep1670,la39.txt,1,1639,1.9871070384979248
3,DQN_ep1670,la39.txt,1,1464,1.84763503074646
2,DQN_ep1670,la40.txt,1,1742,2.1105408668518066
3,DQN_ep1670,la40.txt,1,1509,1.8952641487121582
2,DQN_ep1670,orb01.txt,1,1309,0.8260571956634521
3,DQN_ep1670,orb01.txt,1,1188,0.8426260948181152
2,DQN_ep1670,orb02.txt,1,1064,0.6457290649414062
3,DQN_ep1670,orb02.txt,1,1035,0.7764050960540771
2,DQN_ep1670,orb03.txt,1,1208,0.9692339897155762
3,DQN_ep1670,orb03.txt,1,1366,0.9082455635070801
2,DQN_ep1670,orb04.txt,1,1254,0.7336061000823975
3,DQN_ep1670,orb04.txt,1,1098,0.8265500068664551
2,DQN_ep1670,orb05.txt,1,1175,0.7212080955505371
3,DQN_ep1670,orb05.txt,1,1069,0.7062737941741943
2,DQN_ep1670,orb06.txt,1,1248,0.831273078918457
3,DQN_ep1670,orb06.txt,1,1172,0.7778241634368896
2,DQN_ep1670,orb07.txt,1,494,0.7949550151824951
3,DQN_ep1670,orb07.txt,1,496,0.7632529735565186
2,DQN_ep1670,orb08.txt,1,1191,1.0390419960021973
3,DQN_ep1670,orb08.txt,1,1049,0.8697619438171387
2,DQN_ep1670,orb09.txt,1,1158,0.8381431102752686
3,DQN_ep1670,orb09.txt,1,1240,0.7180559635162354
2,DQN_ep1670,orb10.txt,1,1196,0.7191312313079834
3,DQN_ep1670,orb10.txt,1,1107,0.7334120273590088
2,DQN_ep1670,swv01.txt,1,2109,2.39900279045105
3,DQN_ep1670,swv01.txt,1,2195,2.406938076019287
2,DQN_ep1670,swv02.txt,1,2026,2.1945180892944336
3,DQN_ep1670,swv02.txt,1,2115,2.0347540378570557
2,DQN_ep1670,swv03.txt,1,2093,2.2032830715179443
3,DQN_ep1670,swv03.txt,1,2071,2.4777989387512207
2,DQN_ep1670,swv04.txt,1,2358,2.4390337467193604
3,DQN_ep1670,swv04.txt,1,2284,2.19203782081604
2,DQN_ep1670,swv05.txt,1,2181,2.3022260665893555
3,DQN_ep1670,swv05.txt,1,2204,2.6339569091796875
2,DQN_ep1670,swv06.txt,1,2491,4.0959391593933105
3,DQN_ep1670,swv06.txt,1,2539,4.27129864692688
2,DQN_ep1670,swv07.txt,1,2322,3.9470062255859375
3,DQN_ep1670,swv07.txt,1,2354,4.161939859390259
2,DQN_ep1670,swv08.txt,1,2591,3.865579843521118
3,DQN_ep1670,swv08.txt,1,2786,4.124956846237183
2,DQN_ep1670,swv09.txt,1,2541,3.739565134048462
3,DQN_ep1670,swv09.txt,1,2410,3.569399118423462
2,DQN_ep1670,swv10.txt,1,2511,3.5890140533447266
3,DQN_ep1670,swv10.txt,1,2614,4.070767164230347
2,DQN_ep1670,swv11.txt,1,5132,9.23849892616272
3,DQN_ep1670,swv11.txt,1,4943,9.623037099838257
2,DQN_ep1670,swv12.txt,1,5138,9.827035903930664
3,DQN_ep1670,swv12.txt,1,5033,9.081301927566528
2,DQN_ep1670,swv13.txt,1,5450,9.727128028869629
3,DQN_ep1670,swv13.txt,1,5245,9.852802038192749
2,DQN_ep1670,swv14.txt,1,5101,9.583368062973022
3,DQN_ep1670,swv14.txt,1,5007,9.723283052444458
2,DQN_ep1670,swv15.txt,1,5034,9.372064113616943
3,DQN_ep1670,swv15.txt,1,5096,9.83480715751648
2,DQN_ep1670,swv16.txt,1,4010,10.135182857513428
3,DQN_ep1670,swv16.txt,1,3855,10.022426843643188
